Feature,Importance
"TypeofLoan_Student Loan, Student Loan, Debt Consolidation Loan, Not Specified, Student Loan, Student Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Student Loan, Debt Consolidation Loan, Not Specified, Auto Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Student Loan, Not Specified, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Not Specified, and Not Specified",0.0
"TypeofLoan_Student Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Student Loan, Student Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Student Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Student Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Student Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Student Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Student Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Student Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Student Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Student Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Student Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Student Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Payday Loan, Student Loan, Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Student Loan, Personal Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Student Loan, Personal Loan, Mortgage Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Personal Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Student Loan, Personal Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Personal Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Personal Loan, Personal Loan, Mortgage Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Student Loan, Personal Loan, Payday Loan, Personal Loan, Payday Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Personal Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, Not Specified, Student Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Payday Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Payday Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, and Personal Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Credit-Builder Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, Home Equity Loan, Mortgage Loan, Personal Loan, Student Loan, Home Equity Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Payday Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Payday Loan, Payday Loan, Student Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Student Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, and Personal Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, and Auto Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, Mortgage Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Payday Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Not Specified, Auto Loan, Payday Loan, Personal Loan, Payday Loan, Student Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Personal Loan, Mortgage Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Mortgage Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Mortgage Loan, Not Specified, Payday Loan, Personal Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Not Specified, Student Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Not Specified, Payday Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Home Equity Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Personal Loan, Home Equity Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Credit-Builder Loan, Student Loan, Not Specified, Payday Loan, Home Equity Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Credit-Builder Loan, Auto Loan, Student Loan, Not Specified, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Auto Loan, Payday Loan, Payday Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Student Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Payday Loan, Personal Loan, Debt Consolidation Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Personal Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Student Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Personal Loan, Payday Loan, Auto Loan, Home Equity Loan, Not Specified, and Student Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Student Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Student Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Student Loan, Not Specified, Mortgage Loan, Auto Loan, Mortgage Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Personal Loan, Student Loan, Home Equity Loan, Student Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Student Loan, Home Equity Loan, Mortgage Loan, Payday Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Personal Loan, Personal Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Personal Loan, Personal Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Personal Loan, Personal Loan, Not Specified, Debt Consolidation Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Personal Loan, Payday Loan, Payday Loan, Home Equity Loan, Payday Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, and Payday Loan",0.0
ID_0x10004,0.0
"TypeofLoan_Student Loan, Home Equity Loan, and Not Specified",0.0
ID_0x10003,0.0
CreditHistoryAge_3 Years and 2 Months,0.0
CreditHistoryAge_3 Years and 11 Months,0.0
CreditHistoryAge_3 Years and 10 Months,0.0
CreditHistoryAge_3 Years and 1 Months,0.0
CreditHistoryAge_29 Years and 9 Months,0.0
CreditHistoryAge_29 Years and 6 Months,0.0
CreditHistoryAge_26 Years and 9 Months,0.0
CreditHistoryAge_26 Years and 11 Months,0.0
CreditHistoryAge_26 Years and 1 Months,0.0
CreditHistoryAge_25 Years and 6 Months,0.0
CreditHistoryAge_25 Years and 5 Months,0.0
CreditHistoryAge_25 Years and 10 Months,0.0
CreditHistoryAge_25 Years and 0 Months,0.0
CreditHistoryAge_24 Years and 6 Months,0.0
CreditHistoryAge_22 Years and 7 Months,0.0
CreditHistoryAge_22 Years and 11 Months,0.0
CreditHistoryAge_21 Years and 8 Months,0.0
CreditHistoryAge_21 Years and 7 Months,0.0
CreditHistoryAge_20 Years and 9 Months,0.0
CreditHistoryAge_20 Years and 8 Months,0.0
CreditHistoryAge_20 Years and 2 Months,0.0
CreditHistoryAge_20 Years and 1 Months,0.0
CreditHistoryAge_20 Years and 0 Months,0.0
CreditHistoryAge_2 Years and 9 Months,0.0
CreditHistoryAge_2 Years and 8 Months,0.0
CreditHistoryAge_3 Years and 3 Months,0.0
CreditHistoryAge_3 Years and 4 Months,0.0
CreditHistoryAge_3 Years and 7 Months,0.0
CreditHistoryAge_4 Years and 5 Months,0.0
MonthlyBalance,0.0
CreditHistoryAge_9 Years and 0 Months,0.0
CreditHistoryAge_8 Years and 9 Months,0.0
CreditHistoryAge_8 Years and 6 Months,0.0
CreditHistoryAge_7 Years and 3 Months,0.0
CreditHistoryAge_7 Years and 2 Months,0.0
CreditHistoryAge_5 Years and 4 Months,0.0
CreditHistoryAge_5 Years and 2 Months,0.0
CreditHistoryAge_5 Years and 1 Months,0.0
CreditHistoryAge_4 Years and 7 Months,0.0
CreditHistoryAge_4 Years and 6 Months,0.0
CreditHistoryAge_4 Years and 4 Months,0.0
CreditHistoryAge_3 Years and 8 Months,0.0
CreditHistoryAge_4 Years and 11 Months,0.0
CreditHistoryAge_4 Years and 10 Months,0.0
CreditHistoryAge_4 Years and 1 Months,0.0
CreditHistoryAge_4 Years and 0 Months,0.0
CreditHistoryAge_33 Years and 8 Months,0.0
CreditHistoryAge_33 Years and 7 Months,0.0
CreditHistoryAge_33 Years and 6 Months,0.0
CreditHistoryAge_33 Years and 5 Months,0.0
CreditHistoryAge_33 Years and 4 Months,0.0
CreditHistoryAge_32 Years and 1 Months,0.0
CreditHistoryAge_3 Years and 9 Months,0.0
CreditHistoryAge_2 Years and 7 Months,0.0
CreditHistoryAge_2 Years and 5 Months,0.0
CreditHistoryAge_2 Years and 4 Months,0.0
CreditHistoryAge_1 Years and 11 Months,0.0
CreditHistoryAge_12 Years and 4 Months,0.0
CreditHistoryAge_12 Years and 0 Months,0.0
CreditHistoryAge_11 Years and 7 Months,0.0
CreditHistoryAge_1 Years and 9 Months,0.0
CreditHistoryAge_1 Years and 8 Months,0.0
CreditHistoryAge_1 Years and 7 Months,0.0
CreditHistoryAge_1 Years and 6 Months,0.0
CreditHistoryAge_1 Years and 5 Months,0.0
CreditHistoryAge_1 Years and 4 Months,0.0
CreditHistoryAge_1 Years and 3 Months,0.0
CreditHistoryAge_1 Years and 2 Months,0.0
CreditHistoryAge_1 Years and 10 Months,0.0
CreditHistoryAge_15 Years and 0 Months,0.0
CreditHistoryAge_1 Years and 1 Months,0.0
CreditHistoryAge_0 Years and 9 Months,0.0
CreditHistoryAge_0 Years and 7 Months,0.0
CreditHistoryAge_0 Years and 6 Months,0.0
CreditHistoryAge_0 Years and 5 Months,0.0
CreditHistoryAge_0 Years and 4 Months,0.0
CreditHistoryAge_0 Years and 3 Months,0.0
CreditHistoryAge_0 Years and 2 Months,0.0
CreditHistoryAge_0 Years and 11 Months,0.0
CreditHistoryAge_0 Years and 10 Months,0.0
CreditHistoryAge_0 Years and 1 Months,0.0
CreditHistoryAge_14 Years and 5 Months,0.0
CreditHistoryAge_15 Years and 4 Months,0.0
CreditHistoryAge_2 Years and 3 Months,0.0
CreditHistoryAge_19 Years and 10 Months,0.0
CreditHistoryAge_2 Years and 2 Months,0.0
CreditHistoryAge_2 Years and 10 Months,0.0
CreditHistoryAge_2 Years and 1 Months,0.0
CreditHistoryAge_2 Years and 0 Months,0.0
CreditHistoryAge_19 Years and 9 Months,0.0
CreditHistoryAge_19 Years and 7 Months,0.0
CreditHistoryAge_19 Years and 6 Months,0.0
CreditHistoryAge_19 Years and 5 Months,0.0
CreditHistoryAge_19 Years and 4 Months,0.0
CreditHistoryAge_19 Years and 3 Months,0.0
CreditHistoryAge_19 Years and 2 Months,0.0
CreditHistoryAge_18 Years and 7 Months,0.0
CreditHistoryAge_15 Years and 6 Months,0.0
CreditHistoryAge_18 Years and 4 Months,0.0
CreditHistoryAge_18 Years and 1 Months,0.0
CreditHistoryAge_18 Years and 0 Months,0.0
CreditHistoryAge_17 Years and 8 Months,0.0
CreditHistoryAge_17 Years and 6 Months,0.0
CreditHistoryAge_17 Years and 3 Months,0.0
CreditHistoryAge_16 Years and 6 Months,0.0
CreditHistoryAge_16 Years and 2 Months,0.0
CreditHistoryAge_15 Years and 9 Months,0.0
CreditHistoryAge_15 Years and 8 Months,0.0
CreditHistoryAge_15 Years and 7 Months,0.0
"TypeofLoan_Student Loan, Personal Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Not Specified, Not Specified, and Not Specified",0.0
"TypeofLoan_Student Loan, Not Specified, Credit-Builder Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Credit-Builder Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Credit-Builder Loan, Not Specified, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Auto Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Auto Loan, Payday Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Auto Loan, Mortgage Loan, Auto Loan, Auto Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Auto Loan, Home Equity Loan, Not Specified, Auto Loan, Payday Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Auto Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Mortgage Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Student Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Student Loan, Personal Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Student Loan, Personal Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Student Loan, Personal Loan, Not Specified, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Student Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Credit-Builder Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Debt Consolidation Loan, Auto Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Mortgage Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Not Specified, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Not Specified, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Not Specified, Payday Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Not Specified, Payday Loan, Student Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Not Specified, Not Specified, Personal Loan, Student Loan, Home Equity Loan, Payday Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Not Specified, Not Specified, Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Auto Loan, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Not Specified, Auto Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Mortgage Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Mortgage Loan, Payday Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Mortgage Loan, Not Specified, Credit-Builder Loan, Student Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, Student Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Home Equity Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Not Specified, Home Equity Loan, Personal Loan, Auto Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Home Equity Loan, Payday Loan, Payday Loan, Not Specified, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Home Equity Loan, Not Specified, Personal Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Not Specified, Personal Loan, Personal Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Personal Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Debt Consolidation Loan, Not Specified, Auto Loan, Payday Loan, Debt Consolidation Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Personal Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Personal Loan, Student Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Student Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Personal Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Home Equity Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Student Loan, Auto Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Auto Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Not Specified, and Auto Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Student Loan, and Mortgage Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Personal Loan, Personal Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Personal Loan, Home Equity Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Personal Loan, Not Specified, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Auto Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Auto Loan, Auto Loan, Auto Loan, Personal Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Home Equity Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Home Equity Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Personal Loan, Home Equity Loan, Auto Loan, Student Loan, Not Specified, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, Personal Loan, Credit-Builder Loan, Student Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, Mortgage Loan, Payday Loan, and Credit-Builder Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Payday Loan, Not Specified, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Payday Loan, Not Specified, Student Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, and Student Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, and Personal Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, and Not Specified",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, Personal Loan, Mortgage Loan, Home Equity Loan, Student Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, Personal Loan, Home Equity Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, Mortgage Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Payday Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, Home Equity Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Not Specified, Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Personal Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Payday Loan, and Personal Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",0.0
"TypeofLoan_Student Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, Payday Loan, and Mortgage Loan",0.0
