Feature,Importance
CustomerID_CUS0x626a,0.0
CustomerID_CUS0x6263,0.0
CustomerID_CUS0x625d,0.0
CustomerID_CUS0x6256,0.0
CustomerID_CUS0x6250,0.0
CustomerID_CUS0x624e,0.0
CustomerID_CUS0x624c,0.0
CustomerID_CUS0x624b,0.0
CustomerID_CUS0x6247,0.0
CustomerID_CUS0x62a1,0.0
CustomerID_CUS0x62a4,0.0
CustomerID_CUS0x62a6,0.0
CustomerID_CUS0x62ad,0.0
CustomerID_CUS0x631e,0.0
CustomerID_CUS0x631d,0.0
CustomerID_CUS0x6318,0.0
CustomerID_CUS0x6312,0.0
CustomerID_CUS0x6308,0.0
CustomerID_CUS0x62f8,0.0
CustomerID_CUS0x62f5,0.0
CustomerID_CUS0x62f4,0.0
CustomerID_CUS0x62f0,0.0
CustomerID_CUS0x62ec,0.0
CustomerID_CUS0x62e9,0.0
CustomerID_CUS0x62e4,0.0
CustomerID_CUS0x62da,0.0
CustomerID_CUS0x62d7,0.0
CustomerID_CUS0x62d1,0.0
CustomerID_CUS0x62d,0.0
CustomerID_CUS0x62cd,0.0
CustomerID_CUS0x62c7,0.0
CustomerID_CUS0x62c6,0.0
CustomerID_CUS0x62c3,0.0
CustomerID_CUS0x62be,0.0
CustomerID_CUS0x62b7,0.0
CustomerID_CUS0x62b5,0.0
CustomerID_CUS0x6244,0.0
CustomerID_CUS0x6237,0.0
CustomerID_CUS0x632,0.0
CustomerID_CUS0x61a1,0.0
CustomerID_CUS0x61c6,0.0
CustomerID_CUS0x61c2,0.0
CustomerID_CUS0x61ba,0.0
CustomerID_CUS0x61b7,0.0
CustomerID_CUS0x61b0,0.0
CustomerID_CUS0x61ab,0.0
CustomerID_CUS0x61a7,0.0
CustomerID_CUS0x61a6,0.0
CustomerID_CUS0x61a5,0.0
CustomerID_CUS0x61a4,0.0
CustomerID_CUS0x61a3,0.0
CustomerID_CUS0x619d,0.0
CustomerID_CUS0x6236,0.0
CustomerID_CUS0x6197,0.0
CustomerID_CUS0x6194,0.0
CustomerID_CUS0x6191,0.0
CustomerID_CUS0x618c,0.0
CustomerID_CUS0x618b,0.0
CustomerID_CUS0x6187,0.0
CustomerID_CUS0x6184,0.0
CustomerID_CUS0x617c,0.0
CustomerID_CUS0x617b,0.0
CustomerID_CUS0x6176,0.0
CustomerID_CUS0x6172,0.0
CustomerID_CUS0x61c8,0.0
CustomerID_CUS0x61d1,0.0
CustomerID_CUS0x61d3,0.0
CustomerID_CUS0x61d4,0.0
CustomerID_CUS0x6235,0.0
CustomerID_CUS0x622e,0.0
CustomerID_CUS0x622c,0.0
CustomerID_CUS0x6228,0.0
CustomerID_CUS0x6213,0.0
CustomerID_CUS0x6211,0.0
CustomerID_CUS0x621,0.0
CustomerID_CUS0x620b,0.0
CustomerID_CUS0x6207,0.0
CustomerID_CUS0x6203,0.0
CustomerID_CUS0x61ff,0.0
CustomerID_CUS0x61fd,0.0
CustomerID_CUS0x61fb,0.0
CustomerID_CUS0x61f8,0.0
CustomerID_CUS0x61f7,0.0
CustomerID_CUS0x61f5,0.0
CustomerID_CUS0x61ec,0.0
CustomerID_CUS0x61e4,0.0
CustomerID_CUS0x61e3,0.0
CustomerID_CUS0x61e1,0.0
CustomerID_CUS0x61e0,0.0
CustomerID_CUS0x61de,0.0
CustomerID_CUS0x61d5,0.0
CustomerID_CUS0x631f,0.0
CustomerID_CUS0x6322,0.0
CustomerID_CUS0x64c,0.0
CustomerID_CUS0x6428,0.0
CustomerID_CUS0x644f,0.0
CustomerID_CUS0x644e,0.0
CustomerID_CUS0x6448,0.0
CustomerID_CUS0x6443,0.0
CustomerID_CUS0x6442,0.0
CustomerID_CUS0x6440,0.0
CustomerID_CUS0x644,0.0
CustomerID_CUS0x643c,0.0
CustomerID_CUS0x643a,0.0
CustomerID_CUS0x6437,0.0
CustomerID_CUS0x6435,0.0
CustomerID_CUS0x6427,0.0
CustomerID_CUS0x6400,0.0
CustomerID_CUS0x6423,0.0
CustomerID_CUS0x6420,0.0
CustomerID_CUS0x641f,0.0
CustomerID_CUS0x641e,0.0
CustomerID_CUS0x641b,0.0
CustomerID_CUS0x641a,0.0
CustomerID_CUS0x6410,0.0
CustomerID_CUS0x640f,0.0
CustomerID_CUS0x640e,0.0
CustomerID_CUS0x640a,0.0
CustomerID_CUS0x6407,0.0
CustomerID_CUS0x645f,0.0
CustomerID_CUS0x646,0.0
CustomerID_CUS0x646d,0.0
CustomerID_CUS0x646e,0.0
CustomerID_CUS0x64b8,0.0
CustomerID_CUS0x64b4,0.0
CustomerID_CUS0x64ae,0.0
CustomerID_CUS0x64aa,0.0
CustomerID_CUS0x64a5,0.0
CustomerID_CUS0x64a4,0.0
CustomerID_CUS0x64a3,0.0
CustomerID_CUS0x64a1,0.0
CustomerID_CUS0x649e,0.0
CustomerID_CUS0x649d,0.0
CustomerID_CUS0x6496,0.0
CustomerID_CUS0x6493,0.0
CustomerID_CUS0x6492,0.0
CustomerID_CUS0x648c,0.0
CustomerID_CUS0x648b,0.0
CustomerID_CUS0x648a,0.0
CustomerID_CUS0x6487,0.0
CustomerID_CUS0x6484,0.0
CustomerID_CUS0x647e,0.0
CustomerID_CUS0x6479,0.0
CustomerID_CUS0x6478,0.0
CustomerID_CUS0x6473,0.0
CustomerID_CUS0x6472,0.0
CustomerID_CUS0x6406,0.0
CustomerID_CUS0x63fe,0.0
CustomerID_CUS0x6325,0.0
CustomerID_CUS0x6349,0.0
CustomerID_CUS0x6387,0.0
CustomerID_CUS0x638,0.0
CustomerID_CUS0x637b,0.0
CustomerID_CUS0x6371,0.0
CustomerID_CUS0x636d,0.0
CustomerID_CUS0x636b,0.0
CustomerID_CUS0x635e,0.0
CustomerID_CUS0x635d,0.0
CustomerID_CUS0x635a,0.0
CustomerID_CUS0x6359,0.0
CustomerID_CUS0x634d,0.0
CustomerID_CUS0x6346,0.0
CustomerID_CUS0x63f7,0.0
CustomerID_CUS0x6345,0.0
CustomerID_CUS0x6343,0.0
CustomerID_CUS0x6341,0.0
CustomerID_CUS0x633b,0.0
CustomerID_CUS0x6339,0.0
CustomerID_CUS0x6336,0.0
CustomerID_CUS0x6334,0.0
CustomerID_CUS0x6333,0.0
CustomerID_CUS0x6331,0.0
CustomerID_CUS0x632f,0.0
CustomerID_CUS0x632c,0.0
CustomerID_CUS0x638b,0.0
CustomerID_CUS0x639,0.0
CustomerID_CUS0x6398,0.0
CustomerID_CUS0x6399,0.0
CustomerID_CUS0x63f3,0.0
CustomerID_CUS0x63f1,0.0
CustomerID_CUS0x63ec,0.0
CustomerID_CUS0x63ea,0.0
CustomerID_CUS0x63e0,0.0
CustomerID_CUS0x63df,0.0
CustomerID_CUS0x63de,0.0
CustomerID_CUS0x63dd,0.0
CustomerID_CUS0x63db,0.0
CustomerID_CUS0x63d8,0.0
CustomerID_CUS0x63d4,0.0
CustomerID_CUS0x63c3,0.0
CustomerID_CUS0x63c2,0.0
CustomerID_CUS0x63c1,0.0
CustomerID_CUS0x63c0,0.0
CustomerID_CUS0x63c,0.0
CustomerID_CUS0x63b7,0.0
CustomerID_CUS0x63b4,0.0
CustomerID_CUS0x63b1,0.0
CustomerID_CUS0x63b0,0.0
CustomerID_CUS0x63af,0.0
CustomerID_CUS0x63ac,0.0
CustomerID_CUS0x63a6,0.0
CustomerID_CUS0x5aaa,0.0
CustomerID_CUS0x5aa9,0.0
CustomerID_CUS0x5aa7,0.0
CustomerID_CUS0x50dd,0.0
CustomerID_CUS0x510b,0.0
CustomerID_CUS0x5107,0.0
CustomerID_CUS0x5105,0.0
CustomerID_CUS0x50fe,0.0
CustomerID_CUS0x50f7,0.0
CustomerID_CUS0x50ef,0.0
CustomerID_CUS0x50ee,0.0
CustomerID_CUS0x50e9,0.0
CustomerID_CUS0x50e6,0.0
CustomerID_CUS0x50e1,0.0
CustomerID_CUS0x50df,0.0
CustomerID_CUS0x50d5,0.0
CustomerID_CUS0x510d,0.0
CustomerID_CUS0x50d4,0.0
CustomerID_CUS0x50c9,0.0
CustomerID_CUS0x50c6,0.0
CustomerID_CUS0x50c4,0.0
CustomerID_CUS0x50b9,0.0
CustomerID_CUS0x50b5,0.0
CustomerID_CUS0x50af,0.0
CustomerID_CUS0x50ab,0.0
CustomerID_CUS0x50a2,0.0
CustomerID_CUS0x509e,0.0
CustomerID_CUS0x509d,0.0
CustomerID_CUS0x510c,0.0
CustomerID_CUS0x510f,0.0
CustomerID_CUS0x5336,0.0
CustomerID_CUS0x513a,0.0
CustomerID_CUS0x5172,0.0
CustomerID_CUS0x5171,0.0
CustomerID_CUS0x516c,0.0
CustomerID_CUS0x5162,0.0
CustomerID_CUS0x5161,0.0
CustomerID_CUS0x515a,0.0
CustomerID_CUS0x5157,0.0
CustomerID_CUS0x5155,0.0
CustomerID_CUS0x514e,0.0
CustomerID_CUS0x5148,0.0
CustomerID_CUS0x5146,0.0
CustomerID_CUS0x5135,0.0
CustomerID_CUS0x5111,0.0
CustomerID_CUS0x5131,0.0
CustomerID_CUS0x513,0.0
CustomerID_CUS0x512e,0.0
CustomerID_CUS0x512d,0.0
CustomerID_CUS0x5129,0.0
CustomerID_CUS0x5128,0.0
CustomerID_CUS0x5121,0.0
CustomerID_CUS0x511f,0.0
CustomerID_CUS0x511e,0.0
CustomerID_CUS0x511d,0.0
CustomerID_CUS0x511c,0.0
CustomerID_CUS0x5097,0.0
CustomerID_CUS0x509,0.0
CustomerID_CUS0x508c,0.0
CustomerID_CUS0x4fd8,0.0
CustomerID_CUS0x500d,0.0
CustomerID_CUS0x5002,0.0
CustomerID_CUS0x5000,0.0
CustomerID_CUS0x4ffd,0.0
CustomerID_CUS0x4ff8,0.0
CustomerID_CUS0x4ff7,0.0
CustomerID_CUS0x4ff5,0.0
CustomerID_CUS0x4fee,0.0
CustomerID_CUS0x4fed,0.0
CustomerID_CUS0x4feb,0.0
CustomerID_CUS0x4fe9,0.0
CustomerID_CUS0x4fd4,0.0
CustomerID_CUS0x5088,0.0
CustomerID_CUS0x4fd2,0.0
CustomerID_CUS0x4fcc,0.0
CustomerID_CUS0x4fc9,0.0
CustomerID_CUS0x4fc4,0.0
CustomerID_CUS0x4fc2,0.0
CustomerID_CUS0x4fc1,0.0
CustomerID_CUS0x4fb8,0.0
CustomerID_CUS0x4fb5,0.0
CustomerID_CUS0x4fb1,0.0
CustomerID_CUS0x4fad,0.0
CustomerID_CUS0x4fac,0.0
CustomerID_CUS0x5012,0.0
CustomerID_CUS0x501c,0.0
CustomerID_CUS0x501d,0.0
CustomerID_CUS0x502c,0.0
CustomerID_CUS0x5087,0.0
CustomerID_CUS0x5082,0.0
CustomerID_CUS0x507d,0.0
CustomerID_CUS0x507a,0.0
CustomerID_CUS0x5073,0.0
CustomerID_CUS0x506d,0.0
CustomerID_CUS0x506c,0.0
CustomerID_CUS0x5067,0.0
CustomerID_CUS0x505f,0.0
CustomerID_CUS0x505c,0.0
CustomerID_CUS0x5055,0.0
CustomerID_CUS0x5053,0.0
CustomerID_CUS0x5052,0.0
CustomerID_CUS0x5050,0.0
CustomerID_CUS0x504f,0.0
CustomerID_CUS0x504e,0.0
CustomerID_CUS0x5049,0.0
CustomerID_CUS0x5048,0.0
CustomerID_CUS0x5046,0.0
CustomerID_CUS0x5044,0.0
CustomerID_CUS0x503f,0.0
CustomerID_CUS0x5036,0.0
CustomerID_CUS0x5035,0.0
CustomerID_CUS0x517c,0.0
CustomerID_CUS0x5182,0.0
CustomerID_CUS0x5189,0.0
CustomerID_CUS0x5293,0.0
CustomerID_CUS0x52c3,0.0
CustomerID_CUS0x52c2,0.0
CustomerID_CUS0x52bf,0.0
CustomerID_CUS0x52b7,0.0
CustomerID_CUS0x52b6,0.0
CustomerID_CUS0x52b1,0.0
CustomerID_CUS0x52ad,0.0
CustomerID_CUS0x52aa,0.0
CustomerID_CUS0x52a5,0.0
CustomerID_CUS0x529c,0.0
CustomerID_CUS0x529b,0.0
CustomerID_CUS0x5292,0.0
CustomerID_CUS0x524f,0.0
CustomerID_CUS0x5287,0.0
CustomerID_CUS0x5280,0.0
CustomerID_CUS0x527f,0.0
CustomerID_CUS0x527c,0.0
CustomerID_CUS0x526d,0.0
CustomerID_CUS0x526a,0.0
CustomerID_CUS0x5268,0.0
CustomerID_CUS0x5262,0.0
CustomerID_CUS0x5260,0.0
CustomerID_CUS0x525f,0.0
CustomerID_CUS0x5257,0.0
CustomerID_CUS0x52c8,0.0
CustomerID_CUS0x52cb,0.0
CustomerID_CUS0x52cf,0.0
CustomerID_CUS0x52d2,0.0
CustomerID_CUS0x532d,0.0
CustomerID_CUS0x532a,0.0
CustomerID_CUS0x5324,0.0
CustomerID_CUS0x5323,0.0
CustomerID_CUS0x5321,0.0
CustomerID_CUS0x531b,0.0
CustomerID_CUS0x531a,0.0
CustomerID_CUS0x5313,0.0
CustomerID_CUS0x530e,0.0
CustomerID_CUS0x530b,0.0
CustomerID_CUS0x530a,0.0
CustomerID_CUS0x5309,0.0
CustomerID_CUS0x5300,0.0
CustomerID_CUS0x52fb,0.0
CustomerID_CUS0x52f7,0.0
CustomerID_CUS0x52f3,0.0
CustomerID_CUS0x52f1,0.0
CustomerID_CUS0x52ee,0.0
CustomerID_CUS0x52e7,0.0
CustomerID_CUS0x52e5,0.0
CustomerID_CUS0x52dd,0.0
CustomerID_CUS0x52d5,0.0
CustomerID_CUS0x52d3,0.0
CustomerID_CUS0x5254,0.0
CustomerID_CUS0x5247,0.0
CustomerID_CUS0x5190,0.0
CustomerID_CUS0x51c,0.0
CustomerID_CUS0x51e3,0.0
CustomerID_CUS0x51e1,0.0
CustomerID_CUS0x51e0,0.0
CustomerID_CUS0x51e,0.0
CustomerID_CUS0x51de,0.0
CustomerID_CUS0x51db,0.0
CustomerID_CUS0x51d8,0.0
CustomerID_CUS0x51d4,0.0
CustomerID_CUS0x51cb,0.0
CustomerID_CUS0x51c9,0.0
CustomerID_CUS0x51c0,0.0
CustomerID_CUS0x51bf,0.0
CustomerID_CUS0x5240,0.0
CustomerID_CUS0x51b9,0.0
CustomerID_CUS0x51b4,0.0
CustomerID_CUS0x51b3,0.0
CustomerID_CUS0x51b2,0.0
CustomerID_CUS0x51b,0.0
CustomerID_CUS0x51a4,0.0
CustomerID_CUS0x51a1,0.0
CustomerID_CUS0x519e,0.0
CustomerID_CUS0x5198,0.0
CustomerID_CUS0x5197,0.0
CustomerID_CUS0x5195,0.0
CustomerID_CUS0x51e5,0.0
CustomerID_CUS0x51e6,0.0
CustomerID_CUS0x51e7,0.0
CustomerID_CUS0x51e9,0.0
CustomerID_CUS0x523e,0.0
CustomerID_CUS0x523c,0.0
CustomerID_CUS0x523b,0.0
CustomerID_CUS0x5239,0.0
CustomerID_CUS0x5235,0.0
CustomerID_CUS0x5234,0.0
CustomerID_CUS0x522d,0.0
CustomerID_CUS0x522c,0.0
CustomerID_CUS0x5228,0.0
CustomerID_CUS0x5225,0.0
CustomerID_CUS0x5222,0.0
CustomerID_CUS0x5220,0.0
CustomerID_CUS0x5217,0.0
CustomerID_CUS0x5215,0.0
CustomerID_CUS0x5213,0.0
CustomerID_CUS0x520a,0.0
CustomerID_CUS0x5209,0.0
CustomerID_CUS0x5208,0.0
CustomerID_CUS0x5205,0.0
CustomerID_CUS0x5204,0.0
CustomerID_CUS0x51fe,0.0
CustomerID_CUS0x51f,0.0
CustomerID_CUS0x51eb,0.0
CustomerID_CUS0x4fa3,0.0
CustomerID_CUS0x4f92,0.0
CustomerID_CUS0x4f88,0.0
CustomerID_CUS0x4d68,0.0
CustomerID_CUS0x4d94,0.0
CustomerID_CUS0x4d92,0.0
CustomerID_CUS0x4d90,0.0
CustomerID_CUS0x4d8b,0.0
CustomerID_CUS0x4d7e,0.0
CustomerID_CUS0x4d7a,0.0
CustomerID_CUS0x4d77,0.0
CustomerID_CUS0x4d75,0.0
CustomerID_CUS0x4d71,0.0
CustomerID_CUS0x4d6d,0.0
CustomerID_CUS0x4d6a,0.0
CustomerID_CUS0x4d66,0.0
CustomerID_CUS0x4d2e,0.0
CustomerID_CUS0x4d64,0.0
CustomerID_CUS0x4d61,0.0
CustomerID_CUS0x4d50,0.0
CustomerID_CUS0x4d4d,0.0
CustomerID_CUS0x4d48,0.0
CustomerID_CUS0x4d43,0.0
CustomerID_CUS0x4d41,0.0
CustomerID_CUS0x4d40,0.0
CustomerID_CUS0x4d3d,0.0
CustomerID_CUS0x4d35,0.0
CustomerID_CUS0x4d33,0.0
CustomerID_CUS0x4d98,0.0
CustomerID_CUS0x4d9c,0.0
CustomerID_CUS0x4da0,0.0
CustomerID_CUS0x4da1,0.0
CustomerID_CUS0x4deb,0.0
CustomerID_CUS0x4de9,0.0
CustomerID_CUS0x4de8,0.0
CustomerID_CUS0x4de7,0.0
CustomerID_CUS0x4de6,0.0
CustomerID_CUS0x4de0,0.0
CustomerID_CUS0x4ddf,0.0
CustomerID_CUS0x4dde,0.0
CustomerID_CUS0x4ddc,0.0
CustomerID_CUS0x4ddb,0.0
CustomerID_CUS0x4dd5,0.0
CustomerID_CUS0x4dd1,0.0
CustomerID_CUS0x4dcd,0.0
CustomerID_CUS0x4dc9,0.0
CustomerID_CUS0x4dba,0.0
CustomerID_CUS0x4db9,0.0
CustomerID_CUS0x4db7,0.0
CustomerID_CUS0x4db6,0.0
CustomerID_CUS0x4daf,0.0
CustomerID_CUS0x4dac,0.0
CustomerID_CUS0x4daa,0.0
CustomerID_CUS0x4da9,0.0
CustomerID_CUS0x4da6,0.0
CustomerID_CUS0x4d3,0.0
CustomerID_CUS0x4d2a,0.0
CustomerID_CUS0x4df6,0.0
CustomerID_CUS0x4c90,0.0
CustomerID_CUS0x4cb3,0.0
CustomerID_CUS0x4cae,0.0
CustomerID_CUS0x4cad,0.0
CustomerID_CUS0x4cab,0.0
CustomerID_CUS0x4caa,0.0
CustomerID_CUS0x4c9f,0.0
CustomerID_CUS0x4c9c,0.0
CustomerID_CUS0x4c9b,0.0
CustomerID_CUS0x4c9a,0.0
CustomerID_CUS0x4c96,0.0
CustomerID_CUS0x4c95,0.0
CustomerID_CUS0x4c9,0.0
CustomerID_CUS0x4d26,0.0
CustomerID_CUS0x4c8d,0.0
CustomerID_CUS0x4c8c,0.0
CustomerID_CUS0x4c89,0.0
CustomerID_CUS0x4c87,0.0
CustomerID_CUS0x4c84,0.0
CustomerID_CUS0x4c83,0.0
CustomerID_CUS0x4c80,0.0
CustomerID_CUS0x4c7e,0.0
CustomerID_CUS0x4c7d,0.0
CustomerID_CUS0x4c77,0.0
CustomerID_CUS0x4c76,0.0
CustomerID_CUS0x4cb5,0.0
CustomerID_CUS0x4cb8,0.0
CustomerID_CUS0x4cc2,0.0
CustomerID_CUS0x4cce,0.0
CustomerID_CUS0x4d25,0.0
CustomerID_CUS0x4d2,0.0
CustomerID_CUS0x4d1c,0.0
CustomerID_CUS0x4d1b,0.0
CustomerID_CUS0x4d19,0.0
CustomerID_CUS0x4d16,0.0
CustomerID_CUS0x4d12,0.0
CustomerID_CUS0x4d1,0.0
CustomerID_CUS0x4d0f,0.0
CustomerID_CUS0x4d09,0.0
CustomerID_CUS0x4d05,0.0
CustomerID_CUS0x4d03,0.0
CustomerID_CUS0x4d01,0.0
CustomerID_CUS0x4d0,0.0
CustomerID_CUS0x4cfd,0.0
CustomerID_CUS0x4cf6,0.0
CustomerID_CUS0x4cf1,0.0
CustomerID_CUS0x4cef,0.0
CustomerID_CUS0x4ceb,0.0
CustomerID_CUS0x4ce8,0.0
CustomerID_CUS0x4ce7,0.0
CustomerID_CUS0x4cd8,0.0
CustomerID_CUS0x4cd5,0.0
CustomerID_CUS0x4df2,0.0
CustomerID_CUS0x4df9,0.0
CustomerID_CUS0x4f85,0.0
CustomerID_CUS0x4ef0,0.0
CustomerID_CUS0x4f13,0.0
CustomerID_CUS0x4f10,0.0
CustomerID_CUS0x4f0d,0.0
CustomerID_CUS0x4f07,0.0
CustomerID_CUS0x4f05,0.0
CustomerID_CUS0x4f04,0.0
CustomerID_CUS0x4f00,0.0
CustomerID_CUS0x4efc,0.0
CustomerID_CUS0x4ef9,0.0
CustomerID_CUS0x4ef6,0.0
CustomerID_CUS0x4ef1,0.0
CustomerID_CUS0x4eef,0.0
CustomerID_CUS0x4ebf,0.0
CustomerID_CUS0x4eea,0.0
CustomerID_CUS0x4ee7,0.0
CustomerID_CUS0x4ee6,0.0
CustomerID_CUS0x4ee5,0.0
CustomerID_CUS0x4ee4,0.0
CustomerID_CUS0x4ee1,0.0
CustomerID_CUS0x4edc,0.0
CustomerID_CUS0x4edb,0.0
CustomerID_CUS0x4ed5,0.0
CustomerID_CUS0x4eca,0.0
CustomerID_CUS0x4ec9,0.0
CustomerID_CUS0x4f15,0.0
CustomerID_CUS0x4f16,0.0
CustomerID_CUS0x4f1a,0.0
CustomerID_CUS0x4f26,0.0
CustomerID_CUS0x4f83,0.0
CustomerID_CUS0x4f7d,0.0
CustomerID_CUS0x4f7c,0.0
CustomerID_CUS0x4f73,0.0
CustomerID_CUS0x4f70,0.0
CustomerID_CUS0x4f6c,0.0
CustomerID_CUS0x4f65,0.0
CustomerID_CUS0x4f62,0.0
CustomerID_CUS0x4f57,0.0
CustomerID_CUS0x4f52,0.0
CustomerID_CUS0x4f4f,0.0
CustomerID_CUS0x4f49,0.0
CustomerID_CUS0x4f44,0.0
CustomerID_CUS0x4f43,0.0
CustomerID_CUS0x4f41,0.0
CustomerID_CUS0x4f34,0.0
CustomerID_CUS0x4f32,0.0
CustomerID_CUS0x4f31,0.0
CustomerID_CUS0x4f3,0.0
CustomerID_CUS0x4f2f,0.0
CustomerID_CUS0x4f2e,0.0
CustomerID_CUS0x4f2a,0.0
CustomerID_CUS0x4f28,0.0
CustomerID_CUS0x4ec5,0.0
CustomerID_CUS0x4ebb,0.0
CustomerID_CUS0x4dfb,0.0
CustomerID_CUS0x4e26,0.0
CustomerID_CUS0x4e52,0.0
CustomerID_CUS0x4e5,0.0
CustomerID_CUS0x4e4a,0.0
CustomerID_CUS0x4e47,0.0
CustomerID_CUS0x4e43,0.0
CustomerID_CUS0x4e42,0.0
CustomerID_CUS0x4e3b,0.0
CustomerID_CUS0x4e38,0.0
CustomerID_CUS0x4e35,0.0
CustomerID_CUS0x4e30,0.0
CustomerID_CUS0x4e3,0.0
CustomerID_CUS0x4e24,0.0
CustomerID_CUS0x4eb6,0.0
CustomerID_CUS0x4e2,0.0
CustomerID_CUS0x4e1f,0.0
CustomerID_CUS0x4e14,0.0
CustomerID_CUS0x4e11,0.0
CustomerID_CUS0x4e0e,0.0
CustomerID_CUS0x4e0d,0.0
CustomerID_CUS0x4e07,0.0
CustomerID_CUS0x4e05,0.0
CustomerID_CUS0x4e03,0.0
CustomerID_CUS0x4e01,0.0
CustomerID_CUS0x4dff,0.0
CustomerID_CUS0x4e53,0.0
CustomerID_CUS0x4e5c,0.0
CustomerID_CUS0x4e5e,0.0
CustomerID_CUS0x4e5f,0.0
CustomerID_CUS0x4eb4,0.0
CustomerID_CUS0x4eb3,0.0
CustomerID_CUS0x4eae,0.0
CustomerID_CUS0x4eab,0.0
CustomerID_CUS0x4ea9,0.0
CustomerID_CUS0x4ea5,0.0
CustomerID_CUS0x4ea4,0.0
CustomerID_CUS0x4e9c,0.0
CustomerID_CUS0x4e95,0.0
CustomerID_CUS0x4e94,0.0
CustomerID_CUS0x4e8f,0.0
CustomerID_CUS0x4e8c,0.0
CustomerID_CUS0x4e8b,0.0
CustomerID_CUS0x4e89,0.0
CustomerID_CUS0x4e80,0.0
CustomerID_CUS0x4e7d,0.0
CustomerID_CUS0x4e7a,0.0
CustomerID_CUS0x4e73,0.0
CustomerID_CUS0x4e71,0.0
CustomerID_CUS0x4e6e,0.0
CustomerID_CUS0x4e6a,0.0
CustomerID_CUS0x4e66,0.0
CustomerID_CUS0x4e60,0.0
CustomerID_CUS0x5334,0.0
CustomerID_CUS0x5337,0.0
CustomerID_CUS0x5aa2,0.0
CustomerID_CUS0x57ef,0.0
CustomerID_CUS0x5817,0.0
CustomerID_CUS0x5816,0.0
CustomerID_CUS0x5815,0.0
CustomerID_CUS0x5813,0.0
CustomerID_CUS0x5810,0.0
CustomerID_CUS0x580e,0.0
CustomerID_CUS0x5803,0.0
CustomerID_CUS0x57f7,0.0
CustomerID_CUS0x57f5,0.0
CustomerID_CUS0x57f2,0.0
CustomerID_CUS0x57f0,0.0
CustomerID_CUS0x57ea,0.0
CustomerID_CUS0x581e,0.0
CustomerID_CUS0x57e8,0.0
CustomerID_CUS0x57e7,0.0
CustomerID_CUS0x57e5,0.0
CustomerID_CUS0x57e,0.0
CustomerID_CUS0x57dc,0.0
CustomerID_CUS0x57ca,0.0
CustomerID_CUS0x57c9,0.0
CustomerID_CUS0x57c7,0.0
CustomerID_CUS0x57c6,0.0
CustomerID_CUS0x57c5,0.0
CustomerID_CUS0x57c2,0.0
CustomerID_CUS0x581b,0.0
CustomerID_CUS0x5825,0.0
CustomerID_CUS0x533b,0.0
CustomerID_CUS0x585c,0.0
CustomerID_CUS0x5898,0.0
CustomerID_CUS0x588e,0.0
CustomerID_CUS0x5883,0.0
CustomerID_CUS0x5877,0.0
CustomerID_CUS0x5876,0.0
CustomerID_CUS0x5875,0.0
CustomerID_CUS0x5873,0.0
CustomerID_CUS0x5872,0.0
CustomerID_CUS0x587,0.0
CustomerID_CUS0x586c,0.0
CustomerID_CUS0x5862,0.0
CustomerID_CUS0x585b,0.0
CustomerID_CUS0x5826,0.0
CustomerID_CUS0x5857,0.0
CustomerID_CUS0x5856,0.0
CustomerID_CUS0x584e,0.0
CustomerID_CUS0x584b,0.0
CustomerID_CUS0x584a,0.0
CustomerID_CUS0x5848,0.0
CustomerID_CUS0x5845,0.0
CustomerID_CUS0x5840,0.0
CustomerID_CUS0x583c,0.0
CustomerID_CUS0x5833,0.0
CustomerID_CUS0x582f,0.0
CustomerID_CUS0x57b2,0.0
CustomerID_CUS0x57a7,0.0
CustomerID_CUS0x57a2,0.0
CustomerID_CUS0x56f9,0.0
CustomerID_CUS0x5721,0.0
CustomerID_CUS0x572,0.0
CustomerID_CUS0x571f,0.0
CustomerID_CUS0x5719,0.0
CustomerID_CUS0x5718,0.0
CustomerID_CUS0x5715,0.0
CustomerID_CUS0x5711,0.0
CustomerID_CUS0x570b,0.0
CustomerID_CUS0x5709,0.0
CustomerID_CUS0x5707,0.0
CustomerID_CUS0x5704,0.0
CustomerID_CUS0x56f6,0.0
CustomerID_CUS0x57a1,0.0
CustomerID_CUS0x56f5,0.0
CustomerID_CUS0x56f1,0.0
CustomerID_CUS0x56f,0.0
CustomerID_CUS0x56ef,0.0
CustomerID_CUS0x56e7,0.0
CustomerID_CUS0x56d7,0.0
CustomerID_CUS0x56d6,0.0
CustomerID_CUS0x56d3,0.0
CustomerID_CUS0x56d1,0.0
CustomerID_CUS0x56ce,0.0
CustomerID_CUS0x56c8,0.0
CustomerID_CUS0x5734,0.0
CustomerID_CUS0x5735,0.0
CustomerID_CUS0x5737,0.0
CustomerID_CUS0x574,0.0
CustomerID_CUS0x579e,0.0
CustomerID_CUS0x5794,0.0
CustomerID_CUS0x5793,0.0
CustomerID_CUS0x578b,0.0
CustomerID_CUS0x5789,0.0
CustomerID_CUS0x5786,0.0
CustomerID_CUS0x5781,0.0
CustomerID_CUS0x5775,0.0
CustomerID_CUS0x576d,0.0
CustomerID_CUS0x576c,0.0
CustomerID_CUS0x5764,0.0
CustomerID_CUS0x5761,0.0
CustomerID_CUS0x575e,0.0
CustomerID_CUS0x575d,0.0
CustomerID_CUS0x575c,0.0
CustomerID_CUS0x575b,0.0
CustomerID_CUS0x575a,0.0
CustomerID_CUS0x5756,0.0
CustomerID_CUS0x5753,0.0
